Tyrogue,Base,F-,Physical Attacker
Unown,Base,F-,Special Attacker
Vanillish,Base,F-,Special Attacker;Snow weather synergy
Vanillite,Base,F-,Special Attacker;Snow weather synergy
Venonat,Base,F-,Support
Weedle,Base,F-,Needs Speed Control
Whismur,Base,F-,Special Attacker
Wiglett,Base,F-,Physical Attacker
Wimpod,Base,F-,Physical Attacker
Woobat,Base,F-,Support
Wooloo,Base,F-,Defensive
Wurmple,Base,F-,Needs Speed Control
Wynaut,Base,F-,Support
Yungoos,Base,F-,Physical Attacker
Zigzagoon,Base,F-,Support
Zubat,Base,F-,Has Speed Control
Abra,Base,F+,Special Attacker
Axew,Base,F+,Physical Attacker
Bagon,Base,F+,Physical Attacker
Bayleef,Base,F+,Support;Defensive
Beldum,Base,F+,Physical Attacker
Brionne,Base,F+,Special Attacker
Charcadet,Base,F+,Special Attacker
Charmeleon,Base,F+,Special Attacker;Needs Speed Control;Sun weather synergy
Croconaw,Base,F+,Physical Attacker
Deino,Base,F+,Special Attacker
Dragonair,Base,F+,Physical Attacker
Dreepy,Base,F+,Physical Attacker
Farfetch'd,Base,F+,Physical Attacker
Ferroseed,Base,F+,Defensive
Flaaffy,Base,F+,Special Attacker
Floette,Red Flower,F+,Support
Floette,Yellow Flower,F+,Support
Floette,Orange Flower,F+,Support
Floette,Blue Flower,F+,Support
Floette,White Flower,F+,Support
Gastly,Base,F+,Special Attacker
Gible,Base,F+,Physical Attacker
Gloom,Base,F+,Special Attacker;Sun weather synergy
Goomy,Base,F+,Special Attacker
Graveler,Base,F+,Physical Attacker;Sand weather synergy
Graveler,Alolan,F+,Physical Attacker
Grotle,Base,F+,Physical Attacker;Defensive
Growlithe,Base,F+,Physical Attacker;Sun weather synergy
Growlithe,Hisuian,F+,Physical Attacker;Sun weather synergy
Honedge,Base,F+,Physical Attacker
Ivysaur,Base,F+,Special Attacker;Needs Speed Control;Sun weather synergy
Jangmo-o,Base,F+,Physical Attacker
Jigglypuff,Base,F+,Support
Kadabra,Base,F+,Special Attacker
Kirlia,Base,F+,Support
Kubfu,Base,F+,Physical Attacker
Larvesta,Base,F+,Special Attacker
Larvitar,Base,F+,Physical Attacker;Sand weather synergy
Ledian,Base,F+,Support;Defensive
Machoke,Base,F+,Physical Attacker
Magnemite,Base,F+,Special Attacker
Marill,Base,F+,Support
Pidgeotto,Base,F+,Needs Speed Control
Poliwhirl,Base,F+,Rain weather synergy
Prinplup,Base,F+,Special Attacker
Pupitar,Base,F+,Physical Attacker;Sand weather synergy
Quilava,Base,F+,Special Attacker;Sun weather synergy
Ralts,Base,F+,Support
Riolu,Base,F+,Support
Shelgon,Base,F+,Physical Attacker
Trumbeak,Base,F+,Physical Attacker
Vulpix,Base,F+,Special Attacker;Sun weather synergy
Vulpix-Alolan,Base,F+,Special Attacker;Snow weather synergy
Wartortle,Base,F+,Defensive;Needs Speed Control
Weepinbell,Base,F+,Special Attacker;Sun weather synergy
